mouse_strain;experiment_ID;sample_type;timepoint;mouse_ID;treatment;frequency_live_bacteria_%;experimental_day;counts_live_bacteria_per_wet_g;mouse_age_days;mouse_sex
NOD;AG6-222;fecal;treatment_day4;ABX399;ABX;75.36;-3;4.44E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX400;placebo;3.96;-3;1.26E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX401;ABX;57.04;-3;1.75E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX402;placebo;47.19;-3;1.12E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX403;ABX;39.89;-3;2.79E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX404;placebo;1.54;-3;1.09E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX405;ABX;30.6;-3;3.40E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX406;placebo;15.92;-3;8.15E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX407;ABX;84.86;-3;8.31E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX408;placebo;0.9;-3;6.43E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX409;ABX;43.17;-3;8.45E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX410;placebo;13.75;-3;3.87E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX411;ABX;23.97;-3;4.79E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX412;placebo;90.44;-3;6.06E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX413;ABX;95.92;-3;6.50E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX414;placebo;78.0;-3;4.71E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX415;ABX;51.93;-3;8.52E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX416;placebo;23.81;-3;1.29E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX417;ABX;5.8;-3;6.25E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX418;placebo;29.41;-3;2.70E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX419;ABX;48.95;-3;4.22E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX420;placebo;23.94;-3;8.37E+03;18;female
NOD;AG6-222;fecal;treatment_day4;ABX421;ABX;45.47;-3;5.19E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX422;placebo;58.71;-3;2.71E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX423;ABX;32.7;-3;1.47E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX424;placebo;67.0;-3;3.83E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX425;ABX;51.51;-3;5.63E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX426;placebo;31.57;-3;1.17E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX427;ABX;80.41;-3;4.94E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX428;placebo;27.99;-3;3.02E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX429;ABX;26.12;-3;4.02E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX430;placebo;75.51;-3;5.79E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX431;ABX;27.79;-3;6.40E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX432;placebo;20.8;-3;1.11E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX433;ABX;21.4;-3;3.32E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX434;placebo;25.8;-3;5.33E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX435;ABX;25.15;-3;6.33E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX436;placebo;33.3;-3;2.12E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX437;ABX;25.38;-3;6.38E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX438;placebo;66.23;-3;2.61E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX439;ABX;69.29;-3;9.84E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX440;placebo;91.88;-3;7.22E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX441;ABX;2.45;-3;1.68E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX442;placebo;57.49;-3;1.15E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX443;ABX;5.9;-3;1.76E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX444;placebo;99.71;-3;2.74E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX445;ABX;38.66;-3;4.18E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX446;placebo;18.07;-3;7.84E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX447;ABX;68.71;-3;1.23E+02;18;female
NOD;AG6-222;fecal;treatment_day4;ABX448;placebo;29.23;-3;1.18E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX449;ABX;87.17;-3;2.44E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX450;placebo;51.17;-3;1.52E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX451;ABX;21.87;-3;2.12E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX452;placebo;90.89;-3;9.20E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX453;ABX;8.68;-3;1.28E+02;18;female
NOD;AG6-222;fecal;treatment_day4;ABX454;placebo;19.9;-3;2.53E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX455;ABX;48.56;-3;2.61E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX456;placebo;32.45;-3;9.86E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX457;ABX;61.62;-3;9.16E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX458;placebo;15.22;-3;3.93E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX459;ABX;17.98;-3;1.06E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX460;placebo;14.17;-3;2.35E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX461;ABX;3.51;-3;5.77E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX462;placebo;68.22;-3;6.49E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX463;ABX;37.45;-3;1.13E+02;18;female
NOD;AG6-222;fecal;treatment_day4;ABX464;placebo;41.38;-3;4.42E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX465;ABX;21.13;-3;5.59E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX466;placebo;38.93;-3;2.72E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX467;ABX;4.34;-3;3.90E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX468;placebo;78.57;-3;8.47E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX469;ABX;15.18;-3;1.45E+02;18;female
NOD;AG6-222;fecal;treatment_day4;ABX470;placebo;52.23;-3;6.55E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX471;ABX;6.15;-3;2.67E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX472;placebo;1.79;-3;9.59E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX473;ABX;78.55;-3;2.01E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX474;placebo;55.56;-3;1.75E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX475;ABX;17.01;-3;3.52E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX476;placebo;34.36;-3;5.61E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX477;ABX;92.38;-3;1.68E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX478;placebo;15.3;-3;1.32E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX479;ABX;14.7;-3;1.25E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX480;placebo;80.83;-3;1.28E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX481;ABX;44.48;-3;7.29E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX482;placebo;6.24;-3;1.96E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX483;ABX;30.58;-3;4.88E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX484;placebo;74.8;-3;4.33E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX485;ABX;15.54;-3;3.69E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX486;placebo;25.83;-3;7.30E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX487;ABX;95.0;-3;7.10E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX488;placebo;18.53;-3;3.03E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX489;ABX;63.66;-3;2.39E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX490;placebo;3.9;-3;2.13E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX491;ABX;32.19;-3;4.60E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX492;placebo;44.44;-3;6.77E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX493;ABX;56.34;-3;2.10E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX494;placebo;86.47;-3;8.19E+03;18;female
NOD;AG6-222;fecal;treatment_day4;ABX495;ABX;62.11;-3;8.18E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX496;placebo;7.94;-3;8.18E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX497;ABX;49.74;-3;1.04E+02;18;female
NOD;AG6-222;fecal;treatment_day4;ABX498;placebo;4.69;-3;1.07E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX499;ABX;95.2;-3;4.72E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX500;placebo;95.52;-3;2.94E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX501;ABX;60.43;-3;1.19E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX502;placebo;0.84;-3;2.11E+06;18;female
NOD;AG6-222;fecal;treatment_day4;ABX503;ABX;0.82;-3;8.65E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX504;placebo;53.64;-3;3.96E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX505;ABX;14.37;-3;4.22E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX506;placebo;34.16;-3;1.14E+04;18;female
NOD;AG6-222;fecal;treatment_day4;ABX507;ABX;16.1;-3;6.24E+00;18;female
NOD;AG6-222;fecal;treatment_day4;ABX508;placebo;67.95;-3;6.56E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX509;ABX;58.22;-3;1.35E+02;18;female
NOD;AG6-222;fecal;treatment_day4;ABX510;placebo;75.33;-3;1.22E+05;18;female
NOD;AG6-222;fecal;treatment_day4;ABX511;ABX;18.16;-3;1.20E+01;18;female
NOD;AG6-222;fecal;treatment_day4;ABX512;placebo;27.35;-3;3.75E+04;18;female
NOD;AG6-222;fecal;treatment_end;ABX001;ABX;13.9;0;2.31E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX002;placebo;16.77;0;4.47E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX003;ABX;63.11;0;4.64E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX004;placebo;82.77;0;9.32E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX005;ABX;41.91;0;3.60E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX006;placebo;7.43;0;6.06E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX007;ABX;84.99;0;9.23E+06;21;male
NOD;AG6-222;fecal;treatment_end;ABX008;placebo;42.2;0;4.95E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX009;ABX;84.41;0;3.94E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX010;placebo;53.49;0;8.52E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX011;ABX;97.96;0;1.76E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX012;placebo;96.67;0;2.34E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX013;ABX;74.01;0;7.17E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX014;placebo;23.44;0;9.37E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX015;ABX;74.39;0;1.41E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX016;placebo;81.76;0;4.74E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX017;ABX;60.76;0;1.94E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX018;placebo;24.42;0;2.86E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX019;ABX;96.21;0;8.11E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX020;placebo;70.2;0;2.43E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX021;ABX;70.37;0;2.31E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX022;placebo;58.89;0;2.30E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX023;ABX;10.68;0;1.33E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX024;placebo;79.88;0;1.47E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX025;ABX;48.34;0;7.85E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX026;placebo;66.51;0;1.55E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX027;ABX;70.48;0;2.40E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX028;placebo;69.66;0;4.03E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX029;ABX;17.94;0;2.97E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX030;placebo;47.26;0;1.49E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX031;ABX;89.57;0;9.39E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX032;placebo;48.89;0;4.88E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX033;ABX;97.84;0;5.81E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX034;placebo;44.54;0;2.03E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX035;ABX;65.93;0;9.23E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX036;placebo;56.72;0;6.73E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX037;ABX;77.59;0;1.72E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX038;placebo;93.26;0;1.65E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX039;ABX;92.62;0;2.44E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX040;placebo;3.7;0;6.42E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX041;ABX;66.12;0;2.32E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX042;placebo;0.76;0;5.34E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX043;ABX;69.15;0;1.46E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX044;placebo;83.03;0;1.66E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX045;ABX;81.71;0;1.47E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX046;placebo;6.82;0;7.11E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX047;ABX;34.58;0;9.04E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX048;placebo;39.76;0;9.18E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX049;ABX;37.92;0;6.49E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX050;placebo;78.16;0;9.26E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX051;ABX;81.51;0;1.14E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX052;placebo;32.55;0;4.47E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX053;ABX;9.0;0;1.65E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX054;placebo;28.25;0;4.30E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX055;ABX;8.15;0;4.46E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX056;placebo;71.66;0;4.58E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX057;ABX;29.21;0;2.30E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX058;placebo;73.44;0;1.00E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX059;ABX;43.54;0;1.45E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX060;placebo;71.78;0;9.08E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX061;ABX;64.49;0;1.20E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX062;placebo;47.36;0;6.60E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX063;ABX;68.19;0;3.85E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX064;placebo;6.43;0;2.07E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX065;ABX;54.2;0;3.05E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX066;placebo;53.3;0;2.11E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX067;ABX;11.28;0;2.47E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX068;placebo;11.77;0;7.60E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX069;ABX;25.85;0;1.15E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX070;placebo;8.69;0;6.79E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX071;ABX;18.5;0;1.84E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX072;placebo;6.68;0;1.41E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX073;ABX;9.4;0;4.76E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX074;placebo;76.0;0;2.45E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX075;ABX;89.63;0;5.18E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX076;placebo;54.09;0;2.61E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX077;ABX;97.42;0;2.02E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX078;placebo;46.93;0;1.62E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX079;ABX;34.83;0;7.13E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX080;placebo;6.89;0;5.52E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX081;ABX;0.54;0;1.19E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX082;placebo;12.39;0;3.17E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX083;ABX;29.64;0;3.46E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX084;placebo;38.3;0;1.25E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX085;ABX;47.77;0;4.31E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX086;placebo;79.41;0;3.82E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX087;ABX;92.86;0;9.47E+06;21;male
NOD;AG6-222;fecal;treatment_end;ABX088;placebo;35.77;0;2.38E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX089;ABX;60.49;0;1.55E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX090;placebo;10.17;0;5.63E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX091;ABX;15.58;0;1.79E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX092;placebo;95.71;0;1.33E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX093;ABX;84.61;0;2.95E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX094;placebo;6.19;0;3.51E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX095;ABX;17.48;0;2.06E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX096;placebo;34.19;0;1.21E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX097;ABX;73.97;0;1.93E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX098;placebo;25.11;0;2.95E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX099;ABX;97.4;0;9.46E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX100;placebo;39.42;0;8.05E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX101;ABX;12.72;0;1.08E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX102;placebo;40.79;0;9.04E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX103;ABX;92.23;0;2.37E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX104;placebo;6.96;0;1.03E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX105;ABX;13.39;0;6.20E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX106;placebo;78.49;0;4.72E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX107;ABX;30.39;0;1.77E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX108;placebo;73.73;0;7.67E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX109;ABX;1.15;0;1.53E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX110;placebo;40.1;0;1.10E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX111;ABX;78.73;0;6.88E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX112;placebo;20.84;0;5.42E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX113;ABX;36.43;0;3.25E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX114;placebo;36.54;0;1.28E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX115;ABX;69.39;0;1.22E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX116;placebo;25.52;0;9.68E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX117;ABX;23.2;0;4.00E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX118;placebo;71.82;0;6.02E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX119;ABX;15.98;0;7.16E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX120;placebo;7.14;0;4.58E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX121;ABX;15.91;0;1.25E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX122;placebo;24.04;0;1.14E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX123;ABX;18.9;0;1.23E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX124;placebo;89.67;0;1.05E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX125;ABX;51.21;0;2.05E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX126;placebo;77.74;0;5.57E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX127;ABX;96.65;0;2.79E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX128;placebo;79.99;0;5.88E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX129;ABX;76.57;0;2.44E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX130;placebo;50.13;0;1.95E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX131;ABX;43.7;0;1.73E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX132;placebo;45.8;0;7.52E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX133;ABX;64.18;0;5.48E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX134;placebo;52.41;0;2.86E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX135;ABX;36.11;0;3.06E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX136;placebo;21.28;0;7.46E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX137;ABX;4.26;0;2.39E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX138;placebo;12.8;0;1.53E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX139;ABX;12.4;0;3.55E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX140;placebo;64.66;0;1.07E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX141;ABX;38.19;0;1.82E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX142;placebo;15.42;0;9.56E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX143;ABX;0.73;0;2.01E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX144;placebo;53.01;0;9.83E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX145;ABX;92.4;0;3.67E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX146;placebo;14.86;0;8.18E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX147;ABX;39.81;0;5.87E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX148;placebo;10.06;0;2.36E+05;21;male
NOD;AG6-222;fecal;treatment_end;ABX149;ABX;52.67;0;1.57E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX150;placebo;85.33;0;1.33E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX151;ABX;74.13;0;5.06E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX152;placebo;21.87;0;4.86E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX153;ABX;22.62;0;6.05E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX154;placebo;15.67;0;3.36E+00;21;male
NOD;AG6-222;fecal;treatment_end;ABX155;ABX;6.97;0;1.52E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX156;placebo;70.73;0;8.45E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX157;ABX;27.9;0;4.29E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX158;placebo;52.19;0;1.07E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX159;ABX;94.28;0;1.48E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX160;placebo;30.27;0;3.96E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX161;ABX;30.92;0;4.04E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX162;placebo;31.4;0;1.98E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX163;ABX;2.72;0;2.35E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX164;placebo;10.96;0;1.50E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX165;ABX;80.57;0;6.70E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX166;placebo;60.0;0;9.50E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX167;ABX;73.87;0;1.44E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX168;placebo;97.08;0;9.19E+04;21;male
NOD;AG6-222;fecal;treatment_end;ABX169;ABX;69.1;0;2.29E+08;21;male
NOD;AG6-222;fecal;treatment_end;ABX170;placebo;46.76;0;4.34E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX171;ABX;67.47;0;8.90E+06;21;male
NOD;AG6-222;fecal;treatment_end;ABX172;placebo;91.82;0;1.76E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX173;ABX;19.18;0;7.87E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX174;placebo;9.28;0;2.57E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX175;ABX;72.23;0;1.46E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX176;placebo;81.73;0;8.46E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX177;ABX;93.81;0;3.31E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX178;placebo;56.64;0;8.08E+03;21;male
NOD;AG6-222;fecal;treatment_end;ABX179;ABX;43.14;0;3.28E+09;21;male
NOD;AG6-222;fecal;treatment_end;ABX180;placebo;2.27;0;6.65E+01;21;male
NOD;AG6-222;fecal;treatment_end;ABX181;ABX;28.89;0;1.87E+07;21;male
NOD;AG6-222;fecal;treatment_end;ABX182;placebo;11.34;0;2.69E+02;21;male
NOD;AG6-222;fecal;treatment_end;ABX183;ABX;57.35;0;3.06E+09;21;male
